var_name,label_mn,label_en,type,waves_present,source_types,source_files,n_obs,n_missing,n_unique,category
q1013b,Б Ган гачиг,Б Ган гачиг,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
q1013c,В Зуд,В Зуд,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
q1013d,Г Газар хөдлөлт,Г Газар хөдлөлт,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
q1013e,Д Бичил уурхайн осол,Д Бичил уурхайн осол,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
q1013f,Е Усны осол,Е Усны осол,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
q1013g,Ё Тээврийн хэрэгслийн осол,Ё Тээврийн хэрэгслийн осол,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
q1013h,Ж Гал түймэр,Ж Гал түймэр,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
quarter,Calendar quarter of the interview,Calendar quarter of the interview,numeric,"2020,2021,2022,2023,2024",basicvars,basicvars (11).dta | basicvars (12).dta | basicvars (13).dta | basicvars (14).dta | basicvars.dta,74717,0,4,other
region,Region,Region,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2023,2024",basicvars,basicvars (11).dta | basicvars (12).dta | basicvars (13).dta | basicvars (14).dta | basicvars.dta,74717,0,5,other
strata,Strata 3,Strata 3,numeric,"2020,2021,2022,2023,2024",basicvars,basicvars (11).dta | basicvars (12).dta | basicvars (13).dta | basicvars (14).dta | basicvars.dta,74717,0,3,other
v1_dd,Өдөр,Өдөр,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,0,31,other
v1_mm,Сар,Сар,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,0,12,other
v1_res,Үр дүн,Үр дүн,haven_labelled/vctrs_vctr/double,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,0,7,other
v1_yy,Он,Он,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,0,1,other
v2_dd,Өдөр,Өдөр,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,22730,31,other
v2_mm,Сар,Сар,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,22730,12,other
v2_res,Үр дүн,Үр дүн,haven_labelled/vctrs_vctr/double,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,22744,6,other
v2_yy,Он,Он,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,22729,1,other
v3_dd,Өдөр,Өдөр,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,26052,31,other
v3_mm,Сар,Сар,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,26052,12,other
v3_res,Үр дүн,Үр дүн,haven_labelled/vctrs_vctr/double,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,26054,2,other
v3_yy,Он,Он,numeric,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,26052,1,other
visitor,Хоносон зочины тоо,Хоносон зочины тоо,numeric,"2020,2021,2022,2023,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,74717,2,18,other
years,Year,Year,numeric,2024,hhold,01_hhold.dta,15513,0,1,other
